"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf"
"ECC Decisions";"ECC/DEC/(04)09";"FM44";"2009-06-26";"Active";"ECC Decision of 12 November 2004 on the designation of the bands 1518-1525 MHz and 1670-1675 MHz for the Mobile-Satellite Service. 

Amended on 26 June 2009.";"http://docdb.cept.org/download/1680"
"ECC Decisions";"ECC/DEC/(04)08";"SRDMG";"2021-07-02";"Active";"ECC Decision of 9 July 2004 on the harmonised use of the 5 GHz frequency bands for Wireless Access Systems including Radio Local Area Networks (WAS/RLAN)

Amended on 5 September 2007, amended on 30 October 2009 and amended on 2 July 2021
";"http://docdb.cept.org/download/3450"
"ECC Decisions";"ECC/DEC/(04)07";"";"2004-03-19";"Withdrawn";"ECC Decision of 19 March 2004 on European Telephony Numbering Space (ETNS) Conventions";"http://docdb.cept.org/download/1688"
"ECC Decisions";"ECC/DEC/(04)06";"FM54";"2011-12-09";"Withdrawn";"ECC Decision of 19 March 2004 on the availability of frequency bands for the introduction of Wide Band Digital Land Mobile PMR/PAMR in the 400 MHz and 800/900 MHz bands, latest amended on 9 December 2011";"http://docdb.cept.org/download/1690"
"ECC Decisions";"ECC/DEC/(04)05";"WGRA";"2004-03-19";"Active";"ECC Decision of 19 March 2004 on the withdrawal of the ERC decisions (95)02, (96)07, (96)08, (96)09, (96)10, (96)11, (96)12, (96)13, (96)14, (96)15, (96)16, (96)17, (96)18, (96)19, (96)20, (98)05, (98)06, (98)07, (98)08, (98)09, (98)28, (98)30, (99)04, (99)07, (99)08, (99)09, (99)10, (99)11, (99)12, (99)13 and (99)14 on the adoption of approval regulations for various types of radio equipment
";"http://docdb.cept.org/download/1692"
"ECC Decisions";"ECC/DEC/(04)04";"WGRA";"2004-03-19";"Active";"ECC Decision of 19 March 2004 on the withdrawal of the <a href=""https://www.ecodocdb.dk/document/751"">ERC Decision (97)10</a> “ERC Decision of 30 June 1997 on the mutual recognition of conformity assessment procedures including marking of radio equipment and radio terminal equipment""";"http://docdb.cept.org/download/1694"
"ECC Decisions";"ECC/DEC/(04)03";"SRDMG";"2004-03-19";"Active";"ECC Decision of 19 March 2004 on the frequency band 77-81 GHz to be designated for the use of Automotive Short Range Radars

";"http://docdb.cept.org/download/1696"
"ECC Decisions";"ECC/DEC/(04)02";"";"2004-03-19";"Withdrawn";"ECC Decision of 19 March 2004 on harmonised frequencies, technical characteristics and exemption from individual licensing of Non-Specific Short Range Devices operating in the frequency band 433.050-434.790 MHz excluding audio and voice applications";"http://docdb.cept.org/download/1698"
"ECC Decisions";"ECC/DEC/(04)01";"";"2004-03-19";"Withdrawn";"ECC Decision of 19 March 2004 on harmonised frequencies, technical characteristics and exemption from individual licensing of Short Range Devices used for detecting Avalanche Victims  on the frequency 457 kHz";"http://docdb.cept.org/download/1699"
"ECC Decisions";"ECC/DEC/(03)06";"WGFM";"2003-10-17";"Active";"ECC Decision of 17 October 2003 on the withdrawal of the ERC Decision (97)01 “Decision on the publication of national tables of frequency allocations”";"http://docdb.cept.org/download/1701"
"ECC Decisions";"ECC/DEC/(03)05";"EFISMG";"2015-07-03";"Active";"ECC Decision of 17 October 2003 on The publication of national tables of frequency allocations and utilisations (NTFAs).  

Amended on 3 July 2015.
";"http://docdb.cept.org/download/1703"
"ECC Decisions";"ECC/DEC/(03)04";"FM44";"2019-03-08";"Active";"ECC Decision of 17 October 2003 on the Exemption from Individual Licensing of Very Small Aperture Terminals (VSAT) operating in the frequency bands  14.25 - 14.50 GHz Earth-to-space and 10.70-11.70 GHz space-to-Earth. 

Amended on 8 March 2019.";"http://docdb.cept.org/download/1705"
"ECC Decisions";"ECC/DEC/(03)03";"WGFM";"2003-10-17";"Active";"ECC Decision of 17 October 2003 on the withdrawal of the <a href=""https://www.ecodocdb.dk/document/749"">ERC Decision (97)08</a> “Decision on management of the Schiever Plan for the Terrestrial Flight Telecommunications System”

";"http://docdb.cept.org/download/1707"
"ECC Decisions";"ECC/DEC/(03)02";"";"2003-10-17";"Withdrawn";"ECC Decision of 17 October 2003 on the designation of the frequency band 1479.5-1492 MHz for use by Satellite Digital Audio Broadcasting systems";"http://docdb.cept.org/download/1709"
"ECC Decisions";"ECC/DEC/(03)01";"";"2003-03-14";"Withdrawn";"ECC Decision of 14 March 2003 on the availability of frequency bands for the introduction of 200 kHz Wide Band Digital Land Mobile PMR/PAMR in the 400 MHz and 800/900 MHz bands";"http://docdb.cept.org/download/1710"
"ECC Decisions";"ECC/DEC/(02)11";"";"2002-11-22";"Withdrawn";"ECC Decision of 15 November 2002 on exemption from individual licensing of Satellite User Terminals operating within the frequency bands 1525-1559 MHz space-to-Earth and 1626.5-1660.5 MHz Earth-to-space, for land mobile applications<br><br>ECC/DEC/(02)11 was withdrawn by ECC Decision (07)05 on 1 June 2014
Please note that ECC Decision (07)05 was withdrawn by ECC Decision (12)01 with latest amendment on 18 November 2016";"http://docdb.cept.org/download/1711"
"ECC Decisions";"ECC/DEC/(02)10";"FM56";"2011-03-11";"Withdrawn";"ECC Decision of 15 November 2002 on exemption from individual licensing of GSM-R mobile terminals operating within the frequency bands 876-880 MHz and 921-925 MHz for railway purposes, amended on 11 March 2011
";"http://docdb.cept.org/download/1713"
"ECC Decisions";"ECC/DEC/(02)09";"FM56";"2011-03-11";"Withdrawn";"ECC Decision of 15 November 2002 on free circulation and use of GSM-R mobile terminals operating within the frequency bands 876-880 MHz and 921-925 MHz for railway purposes in CEPT countries, enlarging the field of application of ERC/DEC/(95)01, amended on 11 March 2011 
";"http://docdb.cept.org/download/1715"
"ECC Decisions";"ECC/DEC/(02)08";"";"2002-11-15";"Withdrawn";"ECC Decision of 15 November 2002 on free circulation and use of Satellite User Terminals operating within the frequency bands 1525-1559 MHz space-to-Earth and 1626.5-1660.5 MHz Earth-to-space, in CEPT countries, enlarging the field of application of ERC/DEC(95)01

ECC/DEC/(02)08 was withdrawn by ECC Decision (07)04 on 1 June 2014
Please note that ECC Decision (07)04 was withdrawn by ECC Decision (12)01 with latest amendment on 18 November 2016";"http://docdb.cept.org/download/1716"
"ECC Decisions";"ECC/DEC/(02)07";"";"2002-11-15";"Withdrawn";"ECC Decision of 15 November 2002 on the harmonised European use of the bands 1670-1675 MHz and 1800-1805 MHz and on the withdrawal of the ERC Decision (92)01 ""Decision on the frequency bands to be designated for the coordinated introduction of the Terrestrial Flight Telecommunications System""";"http://docdb.cept.org/download/1717"
"ECC Decisions";"ECC/DEC/(02)06";"";"2002-11-15";"Withdrawn";"ECC Decision of 15 November 2002 on the designation of frequency band 2500-2690 MHz for UMTS/IMT-2000";"http://docdb.cept.org/download/1719"
"ECC Decisions";"ECC/DEC/(02)05";"FM56";"2013-03-11";"Withdrawn";"ECC Decision of 5 July 2002 on the designation and availability of frequency bands for railway purposes in the 876-880 MHz and 921-925 MHz bands, amended on 8 March 2013

";"http://docdb.cept.org/download/1722"
"ECC Decisions";"ECC/DEC/(02)04";"FM44";"2002-03-19";"Active";"ECC Decision of 15 March 2002 on the use of the band 40.5 – 42.5 GHz by terrestrial (fixed service/ broadcasting service)  systems and uncoordinated Earth stations in the fixed satellite service and broadcasting-satellite service (space to Earth)";"http://docdb.cept.org/download/1724"
"ECC Decisions";"ECC/DEC/(02)03";"";"2002-03-15";"Withdrawn";"ECC Decision of 15 March 2002 on the availability of frequency bands for the introduction  of Narrow Band Digital Land Mobile PMR/PAMR in the 400 MHz band";"http://docdb.cept.org/download/1726"
"ECC Decisions";"ECC/DEC/(02)02";"SRDMG";"2002-03-15";"Active";"ECC Decision of 15 March 2002 on the withdrawal of the <a href=""https://www.ecodocdb.dk/document/714"">ERC Decision (92)02</a> ""Decision on the frequency bands to be designated for the co-ordinated introduction of Road Transport Telematic Systems""

";"http://docdb.cept.org/download/1727"
"ECC Decisions";"ECC/DEC/(02)01";"";"2002-03-15";"Withdrawn";"ECC Decision of 15 March 2002 on the frequency bands to be designated for the coordinated introduction of Road Transport and Traffic Telematic Systems";"http://docdb.cept.org/download/1729"
"ECC Decisions";"ECC/DEC/(01)03";"EFISMG";"2021-07-02";"Active";"ECC Decision of 15 November 2001 on ECO Frequency Information System (EFIS). 

Annex 2 is amended on 5 July 2019. Annex 1 is amended on 5 March 2021 and on 2 July 2021.";"http://docdb.cept.org/download/3460"
"ECC Decisions";"ECC/DEC/(01)02";"";"2001-11-15";"Withdrawn";"ECC Decision of 15 November 2001 on phasing out digital CT2 applications in the 900 MHz band";"http://docdb.cept.org/download/1732"
"ECC Decisions";"ECC/DEC/(01)01";"";"2001-11-15";"Withdrawn";"ECC Decision of 15 November 2001 on Phasing out analogue CT1 and CT1+ applications in the 900 MHz band";"http://docdb.cept.org/download/1736"
"ECC Decisions";"ECTRA/DEC/(99)05";"";"1999-12-02";"Withdrawn";"The establishment of a regulatory database of licensing regimes for telecommunication networks and services";"http://docdb.cept.org/download/1962"
"ECC Decisions";"ECTRA/DEC/(99)04";"";"1999-12-02";"Withdrawn";"The adoption of approval regulations for radio equipment to be used in the land mobile service for Terrestrial Trunked Radio System (TETRA) based on the TBR 035";"http://docdb.cept.org/download/1963"
"ECC Decisions";"ECTRA/DEC/(99)03";;"1999-12-02";"Withdrawn";"Carrier pre-selection";"http://docdb.cept.org/download/1964"
"ECC Decisions";"ECTRA/DEC/(99)02";"FM44";"1999-03-03";"Active";"ECTRA Decision of 3 March 1999 on harmonisation of authorisation conditions in the field of Satellite Personal Communications Services (S-PCS) in Europe, operating in the bands below 1 GHz (S-PCS<1 GHz)";"http://docdb.cept.org/download/1966"
"ECC Decisions";"ECTRA/DEC/(99)01";"FM44";"1999-03-03";"Active";"ECTRA Decision of 3 March 1999 on harmonisation of authorisation conditions in the field of Satellite personal Communications Services (S-PCS) in Europe, operating within the bands 1525-1544/1545-1559 MHz, 1626.5-1645.5/1646.5-1660.5 MHz";"http://docdb.cept.org/download/1968"
"ECC Decisions";"ECTRA/DEC/(97)02";"";"1997-07-03";"Withdrawn";"Harmonisation of authorisation conditions and co-ordination of procedures in the field of Satellite Personal Communications Services (S-PCS) in Europe, operating within the bands 1610-1626.5 MHz, 2483.5-2500 MHz, 1980-2010 MHz and 2170-2200 MHz";"http://docdb.cept.org/download/1969"
"ECC Decisions";"ECTRA/DEC/(97)01";"";"1997-03-12";"Withdrawn";"The provision of information for a database of licensing requirements for VSAT/SNG";"http://docdb.cept.org/download/1971"
"ECC Decisions";"ECTRA/DEC/(96)48";"";"1996-07-10";"Withdrawn";"Regarding a European Telephony Numbering Space (ETNS)";"http://docdb.cept.org/download/1972"
"ECC Decisions";"ECTRA/DEC/(96)01";"";"1997-01-15";"Withdrawn";"Regarding a European Telephony Numbering Space (ETNS)";"http://docdb.cept.org/download/1973"
"ECC Decisions";"ERC/DEC/(99)26";"FM44";"1999-11-29";"Active";"ERC Decision of 29 November 1999 on Exemption from Individual Licensing of Receive Only Earth Stations (ROES)";"http://docdb.cept.org/download/2227"
"ECC Decisions";"ERC/DEC/(99)25";"";"1999-11-29";"Withdrawn";"ERC Decision of 29 November 1999 on the harmonised utilisation of spectrum for terrestrial Universal Mobile Telecommunications System (UMTS) operating within the bands 1900 - 1980 MHz, 2010 - 2025 MHz and 2110 - 2170 MHz
";"http://docdb.cept.org/download/2229"
"ECC Decisions";"ERC/DEC/(99)24";"WGFM";"1999-11-29";"Active";"ERC Decision of 29 November 1999 on the withdrawal of the <a href=""https://www.ecodocdb.dk/document/724"">ERC/DEC/(96)03</a> ""Decision on the harmonised frequency bands  to be designated for the introduction of High Performance Radio Local Area Networks (HIPERLANs)""

";"http://docdb.cept.org/download/2230"
"ECC Decisions";"ERC/DEC/(99)23";"";"1999-11-29";"Withdrawn";"ERC Decision of 29 November 1999 on the harmonised frequency bands to be designated for the introduction of High Performance Radio Local Area Networks (HIPERLANs)";"http://docdb.cept.org/download/2232"
"ECC Decisions";"ERC/DEC/(99)22";"";"1999-11-29";"Withdrawn";"ERC Decision of 29 November 1999 on the Establishment of a Regulatory Database of licensing regimes for telecommunication networks and services";"http://docdb.cept.org/download/2233"
"ECC Decisions";"ERC/DEC/(99)21";"";"1999-11-29";"Withdrawn";"ERC Decision of 29 November 1999 on free circulation and use of  Inmarsat-M4 terminals in CEPT member countries enlarging the field of application of ERC/DEC/(95)01<br>
ERC/DEC/(99)21 was withdrawn by ECC Decision (07)04 on 1 June 2014
Please note that ECC Decision (07)04 was withdrawn by ECC Decision (12)01 with latest amendment on 18 November 2016";"http://docdb.cept.org/download/2234"
"ECC Decisions";"ERC/DEC/(99)20";"";"1999-11-29";"Withdrawn";"ERC Decision of 29 November 1999 on Exemption from Individual Licensing of Inmarsat-M4 terminals for land mobile applications
<br>ERC/DEC/(99)20 was withdrawn by ECC Decision (07)05 on 1 June 2014
Please note that ECC Decision (07)05 was withdrawn by ECC Decision (12)01 with latest amendment on 18 November 2016";"http://docdb.cept.org/download/2235"
"ECC Decisions";"ERC/DEC/(99)19";"";"1999-11-29";"Withdrawn";"ERC Decision of 29 November 1999 on free circulation and use of Inmarsat-B terminals in CEPT member countries enlarging the field of application of ERC/DEC/(95)01<br>
ERC/DEC/(99)19 was withdrawn by ECC Decision (07)04 on 1 June 2014
Please note that ECC Decision (07)04 was withdrawn by ECC Decision (12)01 with latest amendment on 18 November 2016";"http://docdb.cept.org/download/2236"
"ECC Decisions";"ERC/DEC/(99)18";"";"1999-11-29";"Withdrawn";"ERC Decision of 29 November 1999 on Exemption from Individual Licensing of Inmarsat-B terminals for land mobile applications
<br>ERC/DEC/(99)18 was withdrawn by ECC Decision (07)05 on 1 June 2014
Please note that ECC Decision (07)05 was withdrawn by ECC Decision (12)01 with latest amendment on 18 November 2016";"http://docdb.cept.org/download/2237"
"ECC Decisions";"ERC/DEC/(99)17";"";"1999-06-01";"Withdrawn";"ERC Decision of 1 June 1999 on the Automatic Identification and Surveillance system (AIS) channels in the maritime VHF band";"http://docdb.cept.org/download/2238"
"ECC Decisions";"ERC/DEC/(99)16";"WGFM";"1999-06-01";"Active";"ERC Decision of 1 June 1999 on the withdrawal of the <a href=""https://www.ecodocdb.dk/document/726"">ERC Decision (96)05</a> ""Decision on the harmonised frequency band to be designated for the introduction of the Multipoint Video Distribution Systems (MVDS)""

";"http://docdb.cept.org/download/2240"
"ECC Decisions";"ERC/DEC/(99)15";"WGFM";"2010-03-21";"Active";"ERC Decision of 1 June 1999 on the designation of the harmonised frequency band 40.5 to 43.5 GHz  for the introduction of Multimedia Wireless Systems (MWS) and Point-to-Point (P-P) Fixed Wireless Systems.

Latest amended on 21 March 2020.
";"http://docdb.cept.org/download/2242"
"ECC Decisions";"ERC/DEC/(99)14";"";"1999-06-01";"Withdrawn";"ERC Decision of 1 June 1999 on Technical characteristics and methods of measurement for VHF maritime (including inland waterways) radiotelephone equipment for general communications and associated equipment for Class “D” Digital Selective Calling (DSC) based on the European Standard (Telecommunications series) EN 301 025 V1.1.1 (1998-05)";"http://docdb.cept.org/download/2245"
"ECC Decisions";"ERC/DEC/(99)13";"";"1999-03-10";"Withdrawn";"ERC Decision of 10 March 1999 on the adoption of approval regulations for equipment to be used for Sub-STM1 Digital Radio Relay Systems (DRRS) operating in the 13 GHz, 15 GHz and 18 GHz frequency bands with about 28 MHz co-polar and 14 MHz cross-polar channel spacing, based on the European Telecommunications Standard (ETS) 300 639";"http://docdb.cept.org/download/2246"
